COUNTRYCODE,YEAR,MILITARYSPENDINGSHAREGDP
AFG,1919,53520820.0
AFG,1920,42221732.0
AFG,1921,52259950.0
AFG,1922,51516584.0
AFG,1923,55971864.0
AFG,1924,52934624.0
AFG,1925,54897356.0
AFG,1926,56925788.0
AFG,1927,59581836.0
AFG,1928,63676188.0
AFG,1929,67320480.0
AFG,1930,67741090.0
AFG,1931,67351150.0
AFG,1932,69513400.0
AFG,1933,79631800.0
AFG,1934,103426820.0
AFG,1935,111275510.0
AFG,1936,114359930.0
AFG,1937,114023670.0
AFG,1938,123003240.0
AFG,1939,124257090.0
AFG,1940,130245530.0
AFG,1941,132035080.0
AFG,1942,123968580.0
AFG,1943,119421464.0
AFG,1944,109696170.0
AFG,1945,115432510.0
AFG,1946,86762930.0
AFG,1947,68768010.0
AFG,1948,56811736.0
AFG,1949,57831236.0
AFG,1950,48801840.0
AFG,1951,52280850.0
AFG,1952,64598580.0
AFG,1953,69336580.0
AFG,1954,53141636.0
AFG,1955,50684984.0
AFG,1956,51851040.0
AFG,1957,59669296.0
AFG,1958,64143044.0
AFG,1959,80601790.0
AFG,1960,90155910.0
AFG,1961,99606040.0
AFG,1962,100103704.0
AFG,1963,98494856.0
AFG,1964,111203260.0
AFG,1965,115152024.0
AFG,1966,109098100.0
AFG,1967,115225870.0
AFG,1968,125555740.0
AFG,1969,120784910.0
AFG,1970,105197550.0
AFG,1971,123737070.0
AFG,1972,136241260.0
AFG,1973,111177080.0
AFG,1974,110328020.0
AFG,1975,118626970.0
AFG,1976,130356430.0
AFG,1977,134838480.0
AFG,1978,188729220.0
AFG,1979,270250460.0
AFG,1980,566759500.0
AFG,1981,603520000.0
AFG,1982,633396400.0
AFG,1983,581138750.0
AFG,1984,561787600.0
AFG,1985,598494850.0
AFG,1986,619930240.0
AFG,1987,586452500.0
AFG,1988,593363600.0
AFG,1989,573240100.0
AFG,1990,644679040.0
AFG,1991,658107260.0
AFG,1992,687746370.0
AFG,1993,681634050.0
AFG,1994,647961500.0
AFG,1995,250232780.0
AFG,1996,256782860.0
AFG,1997,251029800.0
AFG,1998,307429120.0
AFG,1999,307907600.0
AFG,2000,273417020.0
AFG,2001,258934380.0
AFG,2002,237184100.0
AFG,2003,205509040.0
AFG,2004,199371870.0
AFG,2005,173212320.0
AFG,2006,172330860.0
AFG,2007,217043680.0
AFG,2008,244460500.0
AFG,2009,316273120.0
AFG,2010,508874400.0
AFG,2011,1107551000.0
AFG,2012,1434317400.0
AFG,2013,1715403300.0
AFG,2014,1969986800.0
AFG,2015,1757688700.0
AFG,2016,1608467000.0
AFG,2017,1298881200.0
AFG,2018,1161330200.0
AFG,2019,1023985900.0
AFG,2020,774003800.0
AFG,2021,556357300.0
AFG,2023,
ALA,2023,
ALB,1914,37862236.0
ALB,1915,40314044.0
ALB,1916,37991148.0
ALB,1917,32971642.0
ALB,1918,28761654.0
ALB,1919,21156436.0
ALB,1920,17334270.0
ALB,1921,18614868.0
ALB,1922,18864584.0
ALB,1923,17254676.0
ALB,1924,15341778.0
ALB,1925,16145609.0
ALB,1926,15965308.0
ALB,1927,19976026.0
ALB,1928,28177102.0
ALB,1929,34650828.0
ALB,1930,39252516.0
ALB,1931,43233480.0
ALB,1932,42477250.0
ALB,1933,39460036.0
ALB,1934,46443796.0
ALB,1935,43993600.0
ALB,1936,47444940.0
ALB,1937,52426916.0
ALB,1938,70925704.0
ALB,1939,105584850.0
ALB,1944,128295896.0
ALB,1945,160756540.0
ALB,1946,145860110.0
ALB,1947,134025420.0
ALB,1948,133121670.0
ALB,1949,171724860.0
ALB,1950,182913060.0
ALB,1951,187030980.0
ALB,1952,207179230.0
ALB,1953,225247940.0
ALB,1954,244282050.0
ALB,1955,265292690.0
ALB,1956,318190900.0
ALB,1957,339154500.0
ALB,1958,335574660.0
ALB,1959,347941570.0
ALB,1960,340881540.0
ALB,1961,370227460.0
ALB,1962,377875650.0
ALB,1963,396143940.0
ALB,1964,403065600.0
ALB,1965,424556450.0
ALB,1966,410343800.0
ALB,1967,422768670.0
ALB,1968,469884200.0
ALB,1969,520125800.0
ALB,1970,554729300.0
ALB,1971,640343940.0
ALB,1972,637135400.0
ALB,1973,609053200.0
ALB,1974,593439000.0
ALB,1975,569764600.0
ALB,1976,644536300.0
ALB,1977,608992640.0
ALB,1978,526314460.0
ALB,1979,510388320.0
ALB,1980,467176930.0
ALB,1981,404219800.0
ALB,1982,376042400.0
ALB,1983,329368130.0
ALB,1984,320219040.0
ALB,1985,353597660.0
ALB,1986,334107100.0
ALB,1987,333073060.0
ALB,1988,312052600.0
ALB,1989,291818720.0
ALB,1990,261212030.0
ALB,1991,180051140.0
ALB,1992,109189224.0
ALB,1993,125310060.0
ALB,1994,126893740.0
ALB,1995,125056070.0
ALB,1996,119687270.0
ALB,1997,110591464.0
ALB,1998,114398610.0
ALB,1999,126219464.0
ALB,2000,112911350.0
ALB,2001,115789576.0
ALB,2002,107445120.0
ALB,2003,119327170.0
ALB,2004,148391380.0
ALB,2005,153647500.0
ALB,2006,189255440.0
ALB,2007,243795120.0
ALB,2008,284513440.0
ALB,2009,259278860.0
ALB,2010,217722420.0
ALB,2011,229948340.0
ALB,2012,219685310.0
ALB,2013,212536110.0
ALB,2014,182293490.0
ALB,2015,149255790.0
ALB,2016,149028100.0
ALB,2017,165259260.0
ALB,2018,174776200.0
ALB,2019,211318540.0
ALB,2020,241395180.0
ALB,2021,276463200.0
ALB,2022,309907200.0
ALB,2023,357475300.0
DZA,1962,382434530.0
DZA,1963,505005280.0
DZA,1964,637245900.0
DZA,1965,693381800.0
DZA,1966,672397500.0
DZA,1967,682674600.0
DZA,1968,672497600.0
DZA,1969,673295360.0
DZA,1970,606815940.0
DZA,1971,615519550.0
DZA,1972,671821000.0
DZA,1973,745152800.0
DZA,1974,1038754500.0
DZA,1975,1095944600.0
DZA,1976,1233415400.0
DZA,1977,1389700100.0
DZA,1978,1595546200.0
DZA,1979,1870092700.0
DZA,1980,2007537500.0
DZA,1981,1993404400.0
DZA,1982,2077210200.0
DZA,1983,2033746200.0
DZA,1984,2108847600.0
DZA,1985,1966740400.0
DZA,1986,2194831000.0
DZA,1987,2230968600.0
DZA,1988,1971159900.0
DZA,1989,1778255000.0
DZA,1990,1612806400.0
DZA,1991,1399865000.0
DZA,1992,1965127000.0
DZA,1993,1780611300.0
DZA,1994,1739081900.0
DZA,1995,1802387500.0
DZA,1996,2201175000.0
DZA,1997,2504667000.0
DZA,1998,3291104000.0
DZA,1999,3339678500.0
DZA,2000,3598453500.0
DZA,2001,3653524500.0
DZA,2002,3452353800.0
DZA,2003,3413569800.0
DZA,2004,3874104600.0
DZA,2005,3991010300.0
DZA,2006,4158712300.0
DZA,2007,5325285000.0
DZA,2008,6176677000.0
DZA,2009,6345869300.0
DZA,2010,7082788400.0
DZA,2011,9439836000.0
DZA,2012,10701459000.0
DZA,2013,11470447000.0
DZA,2014,12669288000.0
DZA,2015,12631024000.0
DZA,2016,12131086000.0
DZA,2017,12801498000.0
DZA,2018,12728793000.0
DZA,2019,12925474000.0
DZA,2020,13195891000.0
DZA,2021,12371627000.0
DZA,2022,13087643000.0
DZA,2023,16582492000.0
ASM,2023,
AND,2023,
AGO,1975,364607140.0
AGO,1976,360436220.0
AGO,1977,341048800.0
AGO,1978,684175040.0
AGO,1979,1298633000.0
AGO,1980,1308707200.0
AGO,1981,1309450900.0
AGO,1982,1435067900.0
AGO,1983,1093788500.0
AGO,1984,1951712300.0
AGO,1985,1986140900.0
AGO,1986,1907848400.0
AGO,1987,1839027300.0
AGO,1988,1368967400.0
AGO,1989,2889075700.0
AGO,1990,2761167000.0
AGO,1991,1061028000.0
AGO,1992,618652860.0
AGO,1993,1992436000.0
AGO,1994,907234240.0
AGO,1995,731743040.0
AGO,1996,670206000.0
AGO,1997,879143500.0
AGO,1998,679591400.0
AGO,1999,1592761000.0
AGO,2000,1666098400.0
AGO,2001,1426265000.0
AGO,2002,1198815400.0
AGO,2003,1074377300.0
AGO,2004,1297620200.0
AGO,2005,1712128300.0
AGO,2006,2235160300.0
AGO,2007,2857336600.0
AGO,2008,3210426000.0
AGO,2009,3843997200.0
AGO,2010,4388112400.0
AGO,2011,4499825700.0
AGO,2012,5023107600.0
AGO,2013,6484798500.0
AGO,2014,6723861500.0
AGO,2015,5065953000.0
AGO,2016,3712940800.0
AGO,2017,3609830700.0
AGO,2018,2774657800.0
AGO,2019,2104534400.0
AGO,2020,1715180900.0
AGO,2021,1639882000.0
AGO,2022,1712769800.0
AGO,2023,1763554200.0
AIA,2023,
ATG,2023,
ARG,1841,54277600.0
ARG,1842,38260770.0
ARG,1843,38080256.0
ARG,1844,37423370.0
ARG,1845,36480892.0
ARG,1846,37290732.0
ARG,1847,39342780.0
ARG,1848,46027384.0
ARG,1849,52591200.0
ARG,1850,53803816.0
ARG,1851,51747960.0
ARG,1852,50998130.0
ARG,1853,47222576.0
ARG,1854,42745524.0
ARG,1855,38827090.0
ARG,1856,34901144.0
ARG,1857,31439846.0
ARG,1858,31919542.0
ARG,1859,33868424.0
ARG,1860,34039076.0
ARG,1861,31263592.0
ARG,1862,28822006.0
ARG,1863,27293102.0
ARG,1864,28568366.0
ARG,1865,62051628.0
ARG,1866,70802456.0
ARG,1867,32591778.0
ARG,1868,71546440.0
ARG,1869,78608000.0
ARG,1870,69138380.0
ARG,1871,13712190.0
ARG,1872,14156613.0
ARG,1873,17129512.0
ARG,1874,12512511.0
ARG,1875,12591797.0
ARG,1876,15229024.0
ARG,1877,18097448.0
ARG,1878,48893730.0
ARG,1879,95566360.0
ARG,1880,100284584.0
ARG,1881,115003050.0
ARG,1882,137183150.0
ARG,1883,146004940.0
ARG,1884,176172580.0
ARG,1885,174688830.0
ARG,1886,184197870.0
ARG,1887,170825550.0
ARG,1888,175029580.0
ARG,1889,152773820.0
ARG,1890,158935680.0
ARG,1891,141681900.0
ARG,1892,153862350.0
ARG,1893,170439250.0
ARG,1894,192316700.0
ARG,1895,231853380.0
ARG,1896,306533950.0
ARG,1897,329804480.0
ARG,1898,290972450.0
ARG,1899,269370340.0
ARG,1900,297993440.0
ARG,1901,280996220.0
ARG,1902,291349220.0
ARG,1903,288998720.0
ARG,1904,304062600.0
ARG,1905,312690460.0
ARG,1906,328316400.0
ARG,1907,347876600.0
ARG,1908,356073200.0
ARG,1909,446297150.0
ARG,1910,432507650.0
ARG,1911,460050850.0
ARG,1912,456378980.0
ARG,1913,511070240.0
ARG,1914,381898940.0
ARG,1915,409418720.0
ARG,1916,353571070.0
ARG,1917,309943100.0
ARG,1918,287757300.0
ARG,1919,277705570.0
ARG,1920,281456200.0
ARG,1921,376810460.0
ARG,1922,437210660.0
ARG,1923,498309900.0
ARG,1924,504702850.0
ARG,1925,616696640.0
ARG,1926,675142400.0
ARG,1927,701193100.0
ARG,1928,712209000.0
ARG,1929,723731140.0
ARG,1930,721607300.0
ARG,1931,691149100.0
ARG,1932,648652800.0
ARG,1933,629758500.0
ARG,1934,783784800.0
ARG,1935,879754000.0
ARG,1936,921812860.0
ARG,1937,1030159550.0
ARG,1938,1024369300.0
ARG,1939,1129259000.0
ARG,1940,1329466900.0
ARG,1941,1502919200.0
ARG,1942,1587122600.0
ARG,1943,1626542100.0
ARG,1944,2916859000.0
ARG,1945,3837761500.0
ARG,1946,3386971400.0
ARG,1947,3104397800.0
ARG,1948,3274023200.0
ARG,1949,4831428600.0
ARG,1950,3839633000.0
ARG,1951,3620556000.0
ARG,1952,4413164000.0
ARG,1953,4743196000.0
ARG,1954,5249285600.0
ARG,1955,2717576000.0
ARG,1956,3096972300.0
ARG,1957,3165392100.0
ARG,1958,2886106400.0
ARG,1959,2402415400.0
ARG,1960,2352273200.0
ARG,1961,2736564700.0
ARG,1962,2788058000.0
ARG,1963,2436994000.0
ARG,1964,2611922700.0
ARG,1965,2839592000.0
ARG,1966,3003949800.0
ARG,1967,2524361700.0
ARG,1968,2394180600.0
ARG,1969,2695636700.0
ARG,1970,2793752600.0
ARG,1971,2479169800.0
ARG,1972,2776348200.0
ARG,1973,3162662000.0
ARG,1974,3923563500.0
ARG,1975,3475448800.0
ARG,1976,3693252000.0
ARG,1977,4625104400.0
ARG,1978,5483275000.0
ARG,1979,7287981600.0
ARG,1980,8727762000.0
ARG,1981,9652268000.0
ARG,1982,10459504000.0
ARG,1983,8692238000.0
ARG,1984,8026420000.0
ARG,1985,6707600400.0
ARG,1986,5797053400.0
ARG,1987,5439862300.0
ARG,1988,5111512600.0
ARG,1989,4256724200.0
ARG,1990,3858422500.0
ARG,1991,4750940000.0
ARG,1992,5659202600.0
ARG,1993,5706730000.0
ARG,1994,6226223000.0
ARG,1995,6315660000.0
ARG,1996,6296264000.0
ARG,1997,6563219000.0
ARG,1998,6611986400.0
ARG,1999,6640139300.0
ARG,2000,5981362000.0
ARG,2001,5173971000.0
ARG,2002,2651268400.0
ARG,2003,2662130000.0
ARG,2004,2530193400.0
ARG,2005,2403251000.0
ARG,2006,2524227800.0
ARG,2007,2839986400.0
ARG,2008,2861819400.0
ARG,2009,3244609000.0
ARG,2010,3672136700.0
ARG,2011,4550896000.0
ARG,2012,5534030000.0
ARG,2013,5747684000.0
ARG,2014,5458213000.0
ARG,2015,6468394000.0
ARG,2016,5974620000.0
ARG,2017,6463270400.0
ARG,2018,5495223000.0
ARG,2019,4573418500.0
ARG,2020,4274039000.0
ARG,2021,4222275300.0
ARG,2022,4431432000.0
ARG,2023,4149076700.0
ARM,1991,190396510.0
ARM,1992,177179200.0
ARM,1993,90093624.0
ARM,1994,103505944.0
ARM,1995,120743784.0
ARM,1996,147071630.0
ARM,1997,172125700.0
ARM,1998,190780100.0
ARM,1999,234319280.0
ARM,2000,347438530.0
ARM,2001,493308770.0
ARM,2002,598501700.0
ARM,2003,647052600.0
ARM,2004,537874370.0
ARM,2005,287027330.0
ARM,2006,287110430.0
ARM,2007,371557220.0
ARM,2008,445142140.0
ARM,2009,485673900.0
ARM,2010,481189220.0
ARM,2011,485849730.0
ARM,2012,480294460.0
ARM,2013,522140500.0
ARM,2014,536328740.0
ARM,2015,524327260.0
ARM,2016,517921440.0
ARM,2017,582901600.0
ARM,2018,639139000.0
ARM,2019,762971700.0
ARM,2020,843409100.0
ARM,2021,904483600.0
ARM,2022,1024871940.0
ARM,2023,1260810400.0
ABW,2023,
AUS,1920,153840530.0
AUS,1921,203167250.0
AUS,1922,282250000.0
AUS,1923,294721570.0
AUS,1924,291761200.0
AUS,1925,338570000.0
AUS,1926,346302180.0
AUS,1927,381033250.0
AUS,1928,341387740.0
AUS,1929,294102820.0
AUS,1930,242274610.0
AUS,1931,202462740.0
AUS,1932,182657760.0
AUS,1933,181586860.0
AUS,1934,265247980.0
AUS,1935,322976000.0
AUS,1936,431468000.0
AUS,1937,555927940.0
AUS,1938,711768700.0
AUS,1939,944324540.0
AUS,1940,2453073400.0
AUS,1941,6856304600.0
AUS,1942,11857165000.0
AUS,1943,17937790000.0
AUS,1944,17776499000.0
AUS,1945,12420035000.0
AUS,1946,8709447000.0
AUS,1947,4551940000.0
AUS,1948,2798305300.0
AUS,1949,2554373400.0
AUS,1950,1669376600.0
AUS,1951,2483027700.0
AUS,1952,3720828200.0
AUS,1953,3856051500.0
AUS,1954,3722297900.0
AUS,1955,3666158300.0
AUS,1956,4117584000.0
AUS,1957,3844088000.0
AUS,1958,3804617700.0
AUS,1959,3337903400.0
AUS,1960,3053945600.0
AUS,1961,2669346600.0
AUS,1962,2694969300.0
AUS,1963,2375776300.0
AUS,1964,2672725800.0
AUS,1965,2749596700.0
AUS,1966,3791967500.0
AUS,1967,4807386600.0
AUS,1968,5633243600.0
AUS,1969,6366560000.0
AUS,1970,5711085000.0
AUS,1971,6611627000.0
AUS,1972,6759809500.0
AUS,1973,7432156700.0
AUS,1974,8835574000.0
AUS,1975,9341869000.0
AUS,1976,10054460000.0
AUS,1977,9780352000.0
AUS,1978,10022061000.0
AUS,1979,10120798000.0
AUS,1980,10108831000.0
AUS,1981,10689087000.0
AUS,1982,11220080000.0
AUS,1983,10707383000.0
AUS,1984,10972263000.0
AUS,1985,9387678000.0
AUS,1986,10831256000.0
AUS,1987,11190009000.0
AUS,1988,10838236000.0
AUS,1989,11380685000.0
AUS,1990,12036422000.0
AUS,1991,12356615000.0
AUS,1992,12563583000.0
AUS,1993,12629796000.0
AUS,1994,13571079000.0
AUS,1995,13720841000.0
AUS,1996,14068085000.0
AUS,1997,13892690000.0
AUS,1998,13444705000.0
AUS,1999,12979572000.0
AUS,2000,12513158000.0
AUS,2001,10612409000.0
AUS,2002,13003946000.0
AUS,2003,16299794000.0
AUS,2004,19799155000.0
AUS,2005,19938918000.0
AUS,2006,21417738000.0
AUS,2007,23943370000.0
AUS,2008,25846050000.0
AUS,2009,24927132000.0
AUS,2010,27245976000.0
AUS,2011,29565583000.0
AUS,2012,29849205000.0
AUS,2013,28794264000.0
AUS,2014,28252560000.0
AUS,2015,27347150000.0
AUS,2016,28739158000.0
AUS,2017,32526539000.0
AUS,2018,34067094000.0
AUS,2019,35411657000.0
AUS,2020,36646048000.0
AUS,2021,38717493000.0
AUS,2022,38052143000.0
AUS,2023,39587980000.0
AUT,1919,92301960.0
AUT,1920,72017170.0
AUT,1921,99937320.0
AUT,1922,143517470.0
AUT,1923,135596340.0
AUT,1924,127576530.0
AUT,1925,135055440.0
AUT,1926,147325220.0
AUT,1927,167006880.0
AUT,1928,183427700.0
AUT,1929,197872340.0
AUT,1930,207805380.0
AUT,1931,212374140.0
AUT,1932,213877200.0
AUT,1933,218630480.0
AUT,1934,330506660.0
AUT,1935,381152500.0
AUT,1936,415672640.0
AUT,1937,451901660.0
AUT,1938,430605660.0
AUT,1955,116623220.0
AUT,1956,364744300.0
AUT,1957,583335940.0
AUT,1958,699756350.0
AUT,1959,670564540.0
AUT,1960,638992800.0
AUT,1961,680437600.0
AUT,1962,748119230.0
AUT,1963,864968100.0
AUT,1964,999087550.0
AUT,1965,1057791500.0
AUT,1966,1078706400.0
AUT,1967,1138486300.0
AUT,1968,1179353000.0
AUT,1969,1199115500.0
AUT,1970,1202619400.0
AUT,1971,1256416100.0
AUT,1972,1302822800.0
AUT,1973,1427686100.0
AUT,1974,1533474800.0
AUT,1975,1731152900.0
AUT,1976,1820259700.0
AUT,1977,1995830400.0
AUT,1978,2424038400.0
AUT,1979,2768666400.0
AUT,1980,2587457000.0
AUT,1981,2244652500.0
AUT,1982,2159984400.0
AUT,1983,2319455200.0
AUT,1984,2362560500.0
AUT,1985,2486865000.0
AUT,1986,2904529700.0
AUT,1987,3151080000.0
AUT,1988,2982053400.0
AUT,1989,2941912600.0
AUT,1990,2945382700.0
AUT,1991,2850885400.0
AUT,1992,3119334400.0
AUT,1993,3359304000.0
AUT,1994,3299467000.0
AUT,1995,3708529700.0
AUT,1996,3334592300.0
AUT,1997,3291239200.0
AUT,1998,3177446700.0
AUT,1999,3016311600.0
AUT,2000,2816193500.0
AUT,2001,2774098400.0
AUT,2002,2713198800.0
AUT,2003,3048077300.0
AUT,2004,3197380000.0
AUT,2005,3185368000.0
AUT,2006,3578132000.0
AUT,2007,4172383700.0
AUT,2008,3934602000.0
AUT,2009,3719318000.0
AUT,2010,3501602000.0
AUT,2011,3587118800.0
AUT,2012,3743845000.0
AUT,2013,3661440000.0
AUT,2014,3401873400.0
AUT,2015,3027483600.0
AUT,2016,3144506600.0
AUT,2017,3867720700.0
AUT,2018,4106561500.0
AUT,2019,4367728600.0
AUT,2020,4670356500.0
AUT,2021,4766223000.0
AUT,2022,4695668700.0
AUT,2023,4976134000.0
AZE,1991,431548200.0
AZE,1992,174291740.0
AZE,1993,182560290.0
AZE,1994,143246300.0
AZE,1995,161524740.0
AZE,1996,176129440.0
AZE,1997,202712560.0
AZE,1998,249851200.0
AZE,1999,309361570.0
AZE,2000,496325400.0
AZE,2001,718745900.0
AZE,2002,916885100.0
AZE,2003,982546000.0
AZE,2004,913302800.0
AZE,2005,670824600.0
AZE,2006,938384450.0
AZE,2007,1258686300.0
AZE,2008,1716830700.0
AZE,2009,1865621600.0
AZE,2010,1919838800.0
AZE,2011,2220803000.0
AZE,2012,2241145600.0
AZE,2013,2541447700.0
AZE,2014,2518732300.0
AZE,2015,2179193900.0
AZE,2016,1859729700.0
AZE,2017,1985873400.0
AZE,2018,2217312500.0
AZE,2019,2601723600.0
AZE,2020,2931054000.0
AZE,2021,3260135000.0
AZE,2022,3424918500.0
AZE,2023,3772666600.0
BHS,1973,19963418.0
BHS,1974,19797814.0
BHS,1975,17417334.0
BHS,1976,17667276.0
BHS,1977,16026352.0
BHS,1978,13772552.0
BHS,1979,12591561.0
BHS,1980,13196462.0
BHS,1981,15239903.0
BHS,1982,18412778.0
BHS,1983,17932758.0
BHS,1984,20936482.0
BHS,1985,22201812.0
BHS,1986,29353438.0
BHS,1987,40635344.0
BHS,1988,92046190.0
BHS,1989,102693040.0
BHS,1990,96354220.0
BHS,1991,77779350.0
BHS,1992,53763340.0
BHS,1993,46798590.0
BHS,1994,39204740.0
BHS,1995,35702480.0
BHS,1996,36339936.0
BHS,1997,36566028.0
BHS,1998,41095164.0
BHS,1999,41538132.0
BHS,2000,42158704.0
BHS,2001,44065016.0
BHS,2002,44984910.0
BHS,2003,44642308.0
BHS,2004,46083630.0
BHS,2005,51048770.0
BHS,2006,57822000.0
BHS,2007,63545812.0
BHS,2008,60291350.0
BHS,2009,59769156.0
BHS,2010,58592920.0
BHS,2011,60360350.0
BHS,2012,67599730.0
BHS,2013,76718380.0
BHS,2014,98557064.0
BHS,2015,128571656.0
BHS,2016,126050960.0
BHS,2017,124381650.0
BHS,2018,112151096.0
BHS,2019,121818540.0
BHS,2020,117262720.0
BHS,2023,
BHR,1971,41049330.0
BHR,1972,42661964.0
BHR,1973,60332012.0
BHR,1974,67086684.0
BHR,1975,74814640.0
BHR,1976,104281310.0
BHR,1977,154576000.0
BHR,1978,240656740.0
BHR,1979,306828450.0
BHR,1980,384995650.0
BHR,1981,479111900.0
BHR,1982,554088500.0
BHR,1983,483182600.0
BHR,1984,455695970.0
BHR,1985,353782200.0
BHR,1986,340576450.0
BHR,1987,341735840.0
BHR,1988,366172450.0
BHR,1989,381146370.0
BHR,1990,397945730.0
BHR,1991,441123000.0
BHR,1992,467627460.0
BHR,1993,458038980.0
BHR,1994,465170750.0
BHR,1995,506845000.0
BHR,1996,508935550.0
BHR,1997,556936500.0
BHR,1998,586161300.0
BHR,1999,602620800.0
BHR,2000,577108100.0
BHR,2001,586354560.0
BHR,2002,553579900.0
BHR,2003,548959900.0
BHR,2004,677726000.0
BHR,2005,676784450.0
BHR,2006,708985700.0
BHR,2007,725640300.0
BHR,2008,770031900.0
BHR,2009,877477900.0
BHR,2010,969974100.0
BHR,2011,1096997000.0
BHR,2012,1224757600.0
BHR,2013,1478117500.0
BHR,2014,1555823100.0
BHR,2015,1710715300.0
BHR,2016,1811563600.0
BHR,2017,1874936700.0
BHR,2018,1825040800.0
BHR,2019,1907019400.0
BHR,2020,1789738600.0
BHR,2021,1765980300.0
BHR,2022,1667152100.0
BHR,2023,1740383600.0
BGD,1971,175973840.0
BGD,1972,187169710.0
BGD,1973,145980420.0
BGD,1974,194466720.0
BGD,1975,219359780.0
BGD,1976,331801470.0
BGD,1977,379248160.0
BGD,1978,389319740.0
BGD,1979,410776420.0
BGD,1980,412425180.0
BGD,1981,400604060.0
BGD,1982,470255680.0
BGD,1983,524104400.0
BGD,1984,537735800.0
BGD,1985,491217630.0
BGD,1986,551006900.0
BGD,1987,621916100.0
BGD,1988,635235650.0
BGD,1989,631939840.0
BGD,1990,641124100.0
BGD,1991,610398200.0
BGD,1992,708603300.0
BGD,1993,721803970.0
BGD,1994,855640260.0
BGD,1995,942666000.0
BGD,1996,1003496500.0
BGD,1997,1109538600.0
BGD,1998,1095923800.0
BGD,1999,1118747100.0
BGD,2000,1153641900.0
BGD,2001,1105023400.0
BGD,2002,1047879300.0
BGD,2003,990958400.0
BGD,2004,1153819900.0
BGD,2005,1135652900.0
BGD,2006,1281762200.0
BGD,2007,1336358400.0
BGD,2008,1405309800.0
BGD,2009,1430523600.0
BGD,2010,1624532200.0
BGD,2011,1740878100.0
BGD,2012,1936082400.0
BGD,2013,2089460700.0
BGD,2014,2482849800.0
BGD,2015,2885217000.0
BGD,2016,3204211200.0
BGD,2017,3693158100.0
BGD,2018,3987827500.0
BGD,2019,4899566600.0
BGD,2020,5136340000.0
BGD,2021,5390497300.0
BGD,2022,5355230700.0
BGD,2023,5504358000.0
BRB,1966,3771144.8
BRB,1967,3519059.2
BRB,1968,3227123.0
BRB,1969,2844319.5
BRB,1970,2563737.5
BRB,1971,2295653.0
BRB,1972,1738582.1
BRB,1973,3425179.2
BRB,1974,3987401.0
BRB,1975,3979912.2
BRB,1976,3429404.0
BRB,1977,3701649.5
BRB,1978,4784788.0
BRB,1979,9253926.0
BRB,1980,17861842.0
BRB,1981,21459462.0
BRB,1982,20887042.0
BRB,1983,21343052.0
BRB,1984,23886962.0
BRB,1985,22431696.0
BRB,1986,20102006.0
BRB,1987,18115334.0
BRB,1988,20386976.0
BRB,1989,19789158.0
BRB,1990,23129494.0
BRB,1991,21773730.0
BRB,1992,19849840.0
BRB,1993,20505928.0
BRB,1994,20629696.0
BRB,1995,21262994.0
BRB,1996,20782828.0
BRB,1997,20594918.0
BRB,1998,20333574.0
BRB,1999,20130744.0
BRB,2000,19383074.0
BRB,2001,20581978.0
BRB,2002,20453176.0
BRB,2003,24033562.0
BRB,2004,28157304.0
BRB,2005,31898354.0
BRB,2006,32676178.0
BRB,2007,34854470.0
BRB,2008,35709704.0
BRB,2009,33602524.0
BRB,2010,34515556.0
BRB,2011,36405652.0
BRB,2012,37599184.0
BRB,2013,39828250.0
BRB,2014,38965436.0
BRB,2015,40977092.0
BRB,2016,42586284.0
BRB,2017,48514536.0
BRB,2018,48682210.0
BRB,2019,55111224.0
BRB,2020,51611030.0
BRB,2023,
BLR,1991,508122600.0
BLR,1992,627746600.0
BLR,1993,758017000.0
BLR,1994,617876700.0
BLR,1995,545568200.0
BLR,1996,515120300.0
BLR,1997,523473280.0
BLR,1998,525091000.0
BLR,1999,569073660.0
BLR,2000,891272000.0
BLR,2001,1416386300.0
BLR,2002,1852581800.0
BLR,2003,1933247700.0
BLR,2004,1557578000.0
BLR,2005,704241540.0
BLR,2006,637705500.0
BLR,2007,771223360.0
BLR,2008,839382100.0
BLR,2009,891879100.0
BLR,2010,797820160.0
BLR,2011,655981250.0
BLR,2012,714045630.0
BLR,2013,801770500.0
BLR,2014,812387300.0
BLR,2015,752242750.0
BLR,2016,684748400.0
BLR,2017,766978800.0
BLR,2018,832654000.0
BLR,2019,949589570.0
BLR,2020,1026148400.0
BLR,2021,1161800400.0
BLR,2022,1317218400.0
BLR,2023,1419339300.0
BEL,1830,298841760.0
BEL,1831,333034660.0
BEL,1832,317828450.0
BEL,1833,284605440.0
BEL,1834,226242380.0
BEL,1835,210644050.0
BEL,1836,193944140.0
BEL,1837,200239500.0
BEL,1838,196635660.0
BEL,1839,201129660.0
BEL,1840,191014780.0
BEL,1841,182445620.0
BEL,1842,168737570.0
BEL,1843,176731790.0
BEL,1844,171578480.0
BEL,1845,171413380.0
BEL,1846,175662610.0
BEL,1847,170039650.0
BEL,1848,198839970.0
BEL,1849,194363000.0
BEL,1850,184516820.0
BEL,1851,210223920.0
BEL,1852,220578770.0
BEL,1853,230381000.0
BEL,1854,221652110.0
BEL,1855,224930340.0
BEL,1856,205178800.0
BEL,1857,193587410.0
BEL,1858,206929040.0
BEL,1859,234017280.0
BEL,1860,215953400.0
BEL,1861,206446080.0
BEL,1862,200080290.0
BEL,1863,215346160.0
